FID	IID	Rivername	Region	Lat	Lon	Dataset
RHW	RHW1_1_10_A11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_12_C11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_13_D11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_14_E11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_15_F11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_17_G11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_18_H11	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_19_A12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_1_A10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_20_B12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_21_C12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_22_D12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_23_E12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_24_F12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_25_G12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_26_H12	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_27_A01	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_30_D01	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_31_E01	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_32_F01	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_3_C10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_4_D10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_5_E10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_6_F10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_7_G10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	RHW1_1_8_H10	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RIC	RIC18R10_D08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R14_F08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R15_G08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R16_H08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R17_A09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R19_B09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R1_E07	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R20_C09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R21_D09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R22_E09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R23_F09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R24_G09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R25_H09	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R26_A10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R27_B10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R28_C10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R29_D10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R2_F07	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R30_E10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R31_F10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R32_G10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R33_H10	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R34_A11	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R36_B11	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R37_C11	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R3_G07	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R40_D11	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R4_H07	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R5_A08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R6_B08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RIC	RIC18R9_C08	Richibucto	NorthAm	46.35848333	-65.14655	May 2021 5700 Recluster
RPH	RPH1837146_D01	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837147_E01	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837148_F01	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837149_G01	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837150_H01	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837151_A02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837152_B02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837153_C02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837154_D02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837155_E02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837156_F02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837157_G02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837158_H02	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837159_A03	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837160_B03	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837161_C03	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RPH	RPH1837162_D03	RiverPhilip	NorthAm	45.5918	-63.81981667	May 2021 5700 Recluster
RUS	RUS1_110_F02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_111_G02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_112_H02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_113_A03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_114_B03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_115_C03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_116_D03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_118_F03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_119_G03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_120_H03	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_121_A04	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_124_D04	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_126_F04	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_127_G04	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_128_H04	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_12_G01	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_131_C05	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_132_D05	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_14_H01	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_15_A02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_16_B02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_17_C02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_18_D02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	RUS1_19_E02	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
Reip	Reip_12_0001_A07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_12_0002_B07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_12_0003_C07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_12_0004_D07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_12_0005_E07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_12_0006_F07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_12_0007_G07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0001_H07	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0002_A08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0003_B08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0005_C08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0006_D08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0007_E08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0008_F08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0009_G08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0010_H08	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Reip	Reip_13_0012_B09	Reipaga	Norway	66.91	13.63	May 2021 5700 Recluster
Repp	Repp_12_0004_A03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0007_B03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0010_C03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0011_D03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0016_E03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0019_F03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0023_G03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0025_H03	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0031_B04	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0034_C04	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0037_D04	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0041_E04	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0049_G04	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0052_H04	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0053_A05	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0056_B05	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Repp	Repp_12_0057_C05	Repparfjordelva	Norway	70.45	24.32	May 2021 5700 Recluster
Risf	Risf_11_0001_D02	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0002_E02	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0004_F02	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0005_G02	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0006_H02	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0007_A03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0008_B03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0009_C03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0011_E03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0012_F03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0013_G03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0015_H03	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0016_A04	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0018_C04	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0019_D04	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0021_F04	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Risf	Risf_11_0022_G04	Risfjordvassdraget	Norway	70.98	28.17	May 2021 5700 Recluster
Roks	Roks_12_0101_G11	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0102_H11	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0103_A12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0105_B12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0109_C12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0111_D12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0113_E12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0115_F12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0117_G12	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0119_A01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0120_B01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0121_C01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0125_D01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0127_E01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0130_F01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0135_G01	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0143_A02	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0144_B02	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Roks	Roks_12_0147_C02	Roksadalsvassdraget	Norway	69.05	15.87	May 2021 5700 Recluster
Rygg	Rygg_11_0001_G10	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0003_H10	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0004_A11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0013_B11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0018_C11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0020_D11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0021_E11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0022_F11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0025_G11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0027_H11	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0033_A12	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0040_C12	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0044_D12	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0045_E12	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0046_F12	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0049_G12	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
Rygg	Rygg_11_0054_C09	Ryggelva	Norway	61.78	6.13	May 2021 5700 Recluster
SCP	SCP18DNK_1_A07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_3_B07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_4_C07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_5_D07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_6_E07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_7_F07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_8_G07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18DNK_9_H07	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18WST_1_A08	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18WST_2_B08	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18WST_3_C08	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18WST_4_D08	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18WST_6_F08	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SCP	SCP18WST_8_H08	SouthCentralPEI	NorthAm	46.2796795	-63.4949635	May 2021 5700 Recluster
SHA	SHA1_1_1_C03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_10_C04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_11_D04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_12_E04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_13_F04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_14_G04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_15_H04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_16_A05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_17_B05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_18_C05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_19_D05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_1_D03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_20_E05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_21_F05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_22_G05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_23_H05	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_24_A06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_25_B06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_26_C06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_27_D06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_28_E06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_29_F06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_2_E03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_30_G06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_31_H06	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_3_F03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_4_G03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_5_H03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_8_A04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	SHA1_YOY_9_B04	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHI	SHI1_110_F06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_112_H06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_113_A07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_114_B07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_118_F07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_11_E05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_120_G07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_122_H07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_125_C08	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_126_D08	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_129_G08	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_12_F05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_130_H08	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_131_A09	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_132_B09	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_13_G05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_14_H05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_15_A06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_16_B06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_17_C06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_18_D06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	SHI1_19_E06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHP	SHP2012SHP_028_C05	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_091_D05	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_097_E05	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_103_F05	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_118_G05	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_124_H05	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_130_A06	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_133_B06	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
SHP	SHP2012SHP_139_C06	SheepscotRiver	NorthAm	43.91	-69.671	May 2021 5700 Recluster
